순위,팀,선수1,선수2,선수3,선수4,선수5
1,UKR,UKR_DIFX,UKR_Feyerist,UKR_Hakatory,UKR_boost1k-
2,DEN,DEN_Beami,DEN_Gustav,DEN_Ketter,DEN_Mikzenn
3,ARG,ARG_Capitan,ARG_Dr4FTk1NG,ARG_Dr4ftk1NG,ARG_PIPAA,ARG_emikxz
4,NEU,NEU_ADOUZ1E,NEU_BatulinS,NEU_Lev4nte,NEU_Lu
5,TUR,TUR_Celtik,TUR_CodeMarco,TUR_Metebey,TUR_Shilla
6,GBR,GBR_Fexx,GBR_TeaBone,GBR_mykLe,GBR_vard
7,BRA,BRA_Tny7,BRA_bielmtcalmo,BRA_sparkingg,BRA_zkrakeN
8,FIN,FIN_S4TTA,FIN_SkaV,FIN_curexi,FIN_iExE
9,KOR,KOR_Gyumin,KOR_Heather,KOR_Heaven,KOR_Seongjang
10,PHI,PHI_AljnBOTz,PHI_CeeJay18,PHI_Eyaaa,PHI_alec
11,CHN,CHN_Lilghost,CHN_SpaceMan,CHN_Tiantian,CHN_xwudd
12,THA,THA_Belmoth,THA_KISS,THA_Scappy,THA_TiGGER
13,VIE,VIE_Delwyn,VIE_Himass,VIE_Sololzy,VIE_TanVuu
14,USA,USA_CowBoi,USA_Kickstart,USA_PurdyKurty,USA_Shrimzy
15,GER,GER_ItzzChrizZ,GER_Justus,GER_PaiinZ,GER_ares
16,INA,INA_Jekzy,INA_QueenV3WHL,INA_Setsunaa,INA_tRycKK
17,AUS,AUS_Fludd,AUS_TGLTN,AUS_luke12,AUS_monty
18,MAS,MAS_AJ,MAS_Shen,MAS_SlyDD,MAS_empt
19,KAZ,KAZ_210,KAZ_Ermaak,KAZ_Hoba,KAZ_Verstory,KAZ_iamf1ve
20,TPE,TPE_Savior,TPE_Upchen,TPE_X1no,TPE_lunlun
21,NOR,NOR_Aitzy,NOR_Himan,NOR_TekkerZ,NOR_Tekkerz,NOR_jeemzz
22,JPN,JPN_Feaven,JPN_G0ni1,JPN_Runax,JPN_Sunnys1de-up
23,IND,IND_Ryzn07,IND_SniPauL,IND_Trnsluc3nt,IND_Unforgiven
24,CAN,CAN_Adam,CAN_Kaymind,CAN_Shinboi,CAN_f1nna
